Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
Northeast,Weekly,07/02/2021 00:00,Organic,1.524879266,368275.65,18911.57,23452.16,742.07,310005.58,296797.84,0,3.15,15164.26
Plains,Weekly,07/02/2021 00:00,Organic,1.37517328,47808.32,7154.91,2569.53,10.32,31727.49,31388.46,320.57,0,6346.07
South Central,Weekly,07/02/2021 00:00,Organic,1.278772416,151241.85,9414.6,4796.09,1934.52,106102.37,103658.07,2434.86,9.45,28994.26
Southeast,Weekly,07/02/2021 00:00,Organic,1.125222378,255799.46,1749.37,7941.18,40,193763.94,189265.19,4435.75,63,52304.98
West,Weekly,07/02/2021 00:00,Organic,1.379568925,410220.26,17509.29,40665.27,1172,103178.55,97212.12,0,3.15,247695.14
Total U.S.,Weekly,07/02/2021 00:00,Organic,1.392839501,2137123.16,81040.64,156159.26,4038.82,1200572.56,1136700.94,11689.06,85.05,695311.88
Albany,Weekly,14/02/2021 00:00,Conventional,1.000152671,139714.65,7671.11,101641.41,22.68,23682.13,21645.26,1811.25,0,6697.32
Atlanta,Weekly,14/02/2021 00:00,Conventional,0.852288804,817559.32,282034.11,40888.58,31.07,210417.38,192218.04,13938.49,1884.72,284188.18
Baltimore/Washington,Weekly,14/02/2021 00:00,Conventional,1.055956359,1143015.49,267135.83,322342.68,3406.58,427860.58,308794.03,9.45,18503.1,122269.82
Birmingham/Montgomery,Weekly,14/02/2021 00:00,Conventional,0.825203401,362650.4,170661.89,10474.04,15.65,107694.9,91788.98,12403.13,2371.6,73803.92
Boise,Weekly,14/02/2021 00:00,Conventional,1.007765235,121058.87,37421.85,8480.8,960.2,29790.23,23647.96,12.6,381.15,44405.78
Boston,Weekly,14/02/2021 00:00,Conventional,1.134011809,866569.05,19192.56,437385.33,118.75,162563.7,142400.94,19535.12,0,247308.7
Buffalo/Rochester,Weekly,14/02/2021 00:00,Conventional,1.051676861,199208.23,20076,58132.84,2330.63,113043.13,108920.03,3272.85,759.15,5625.64
Charlotte,Weekly,14/02/2021 00:00,Conventional,1.019742177,343535.45,151627.66,39268.66,3733.22,128815.27,98334.77,14436.45,0,20090.65
Chicago,Weekly,14/02/2021 00:00,Conventional,1.090902085,836351.22,124390.51,133116.37,31122.76,226292.99,209164.73,1578.15,11599.17,321428.6
Cincinnati/Dayton,Weekly,14/02/2021 00:00,Conventional,0.904334753,312136.69,59653.14,58839.74,426.03,36772.12,28014.12,421.71,6325.05,156445.66
Columbus,Weekly,14/02/2021 00:00,Conventional,0.880945502,252474.72,47171.25,44796.84,174.24,47297.75,38829.25,0,6998.47,113034.63
Dallas/Ft. Worth,Weekly,14/02/2021 00:00,Conventional,0.719504559,1892480.4,691164.73,230902.54,14192.85,500530.09,433937.29,9424.8,54461.03,455690.19
Denver,Weekly,14/02/2021 00:00,Conventional,0.900337665,1104973.34,225020.29,120882.28,2584.98,281289.9,226735.41,21379.78,13237.98,475195.89
Detroit,Weekly,14/02/2021 00:00,Conventional,0.922447896,444982.83,80711.72,71946.84,50517.95,84813.56,77926.56,6.3,5548.65,156992.77
Grand Rapids,Weekly,14/02/2021 00:00,Conventional,1.158570527,175841.63,15773.72,60986.79,56795.9,24808.08,20826.7,0,3389.95,17477.15
Harrisburg/Scranton,Weekly,14/02/2021 00:00,Conventional,0.979746465,457196.67,185267.64,121086.53,113.53,136908.11,126254.58,6674.85,3751.65,13820.86
Hartford/Springfield,Weekly,14/02/2021 00:00,Conventional,1.234606414,412766.92,10860.74,296458.83,244.47,94331.1,88267.19,5597.55,0,10871.79
Houston,Weekly,14/02/2021 00:00,Conventional,0.664240108,1407363.94,539813.9,262400.47,4013.05,244556.78,217156.44,122.85,25593.15,356579.73
Indianapolis,Weekly,14/02/2021 00:00,Conventional,0.825333143,252512.93,51226.43,63755.23,363.76,56180.31,47152.81,4520.25,3379.56,80987.21
Jacksonville,Weekly,14/02/2021 00:00,Conventional,0.86902961,257992.11,125498.85,9156.01,67.77,75055.64,69508.03,5472.34,0,48213.84
Las Vegas,Weekly,14/02/2021 00:00,Conventional,0.858239946,450242.18,72638.38,37594.01,981.23,142704.62,119006.27,15.75,10358.18,196323.93
Los Angeles,Weekly,14/02/2021 00:00,Conventional,1.119214142,3033911.27,493673.02,49297.63,235480.32,708613.62,618346.17,25275.6,48157.78,1546846.69
Louisville,Weekly,14/02/2021 00:00,Conventional,0.895513142,146490.14,22445.29,21142.67,42.84,35997.57,30324,4354.88,424.92,66861.78
Miami/Ft. Lauderdale,Weekly,14/02/2021 00:00,Conventional,0.863099396,1129733.93,532434.49,42183.17,147.85,287241.26,261198.26,2276.27,23357.25,267727.17
Nashville,Weekly,14/02/2021 00:00,Conventional,0.8715515,324390.91,100785.1,21818.72,12.71,86867.67,75298.55,7011.9,2017.08,114906.72
Northern New England,Weekly,14/02/2021 00:00,Conventional,0.994154605,609573.23,13703.16,393801.87,97.34,76545.86,62646.18,13777.39,3.15,125425
New Orleans/Mobile,Weekly,14/02/2021 00:00,Conventional,0.744099038,344181.36,150441.25,18110.86,45.95,124027.32,104920.84,3799.69,13526.1,51555.99
New York,Weekly,14/02/2021 00:00,Conventional,1.044933415,2412844.79,66211.42,1413677.69,1172.01,834502.08,768458.71,12557.65,0,97281.59
Orlando,Weekly,14/02/2021 00:00,Conventional,0.838329803,662693.95,274226.98,14216.16,78.26,216057.8,197754.94,6825.92,11273.85,158114.75
Peoria/Springfield,Weekly,14/02/2021 00:00,Conventional,0.795859088,134555.76,39393,26887.6,119.2,36333.36,29397.31,3578.4,3106.4,31822.59
Philadelphia,Weekly,14/02/2021 00:00,Conventional,0.932363531,801083.43,155003.23,260544.08,186.08,319308.52,247201.48,7153.65,699.3,66041.53
Phoenix/Tucson,Weekly,14/02/2021 00:00,Conventional,0.699865413,1451406.61,308907.75,250987.73,4529.05,187609.79,139157.94,40.95,35057.31,699372.29
Pittsburgh,Weekly,14/02/2021 00:00,Conventional,1.128196541,120452.63,30340.26,12283.34,8.52,44587.35,39957.25,0,4583.25,33233.16
Portland,Weekly,14/02/2021 00:00,Conventional,1.063150859,713065.5,108462.95,88925.76,4870.89,90118.87,85012.62,1352.53,2453.67,420687.04
Providence,Weekly,14/02/2021 00:00,Conventional,1.227722688,129353.71,3584.83,69836.58,43.71,17451.62,14959.88,2394.28,0,38436.97
Raleigh/Greensboro,Weekly,14/02/2021 00:00,Conventional,1.02059971,442105.1,197454.26,60156.54,4110.31,156507.92,113178.13,16297.58,0,23876.07
Richmond/Norfolk,Weekly,14/02/2021 00:00,Conventional,0.988117718,326919.63,83511.69,77306.98,806.52,78296.04,50014.18,208.43,10801.56,86998.4
Roanoke,Weekly,14/02/2021 00:00,Conventional,0.951739659,197394.01,56319.28,31568.18,57.78,47291.24,32815.77,3727.76,4819.66,62157.53
Sacramento,Weekly,14/02/2021 00:00,Conventional,1.060205575,517252.46,146816.22,184478.2,4040.36,104194.55,99517.51,40.95,0,77723.13
San Diego,Weekly,14/02/2021 00:00,Conventional,1.17501001,522952.71,88067.82,25109.87,23396.02,107456.5,97618.37,5647.95,3408.44,278922.5
San Francisco,Weekly,14/02/2021 00:00,Conventional,1.416765862,710939.21,178557,147846.37,7565,157903.03,141636.24,18.9,0,219067.81
Seattle,Weekly,14/02/2021 00:00,Conventional,1.238677013,601871.63,80129.86,77085.15,244.96,76069.44,71375.8,655.99,2452.31,368342.23
South Carolina,Weekly,14/02/2021 00:00,Conventional,0.932127181,530379.67,235364.73,42305.87,1370.31,158087.25,122095.65,22594.03,799.24,93251.51
Spokane,Weekly,14/02/2021 00:00,Conventional,1.012136153,84566.13,19327.32,11110.7,78.56,14617.34,13963.62,496.52,0,39432.21
St. Louis,Weekly,14/02/2021 00:00,Conventional,0.764274506,234885.24,106395.89,11031.34,32.74,66422.01,59116.34,6993,0,51003.25
Syracuse,Weekly,14/02/2021 00:00,Conventional,1.053670602,94399.32,9491.97,43166.43,385.65,36856.02,34788.73,1946.7,0,4499.25
Tampa,Weekly,14/02/2021 00:00,Conventional,0.805696505,664529.6,277929.52,18871.38,12.29,199242.12,180905.96,6.3,18052.65,168474.3
Toledo,Weekly,14/02/2021 00:00,Conventional,0.818767058,139631.81,24471.82,29698.08,8262.5,28522.25,22471.08,1039.89,4448.33,48677.16
West Tex/New Mexico,Weekly,14/02/2021 00:00,Conventional,0.694150716,1126324.1,422907.85,116536.79,8687.9,352572.2,295558.3,5847.98,50353.92,225619.37
Wichita,Weekly,14/02/2021 00:00,Conventional,0.749128823,126346.04,28609.33,7689.92,1.09,37505.52,34917.24,267.36,1131.69,52540.17
California,Weekly,14/02/2021 00:00,Conventional,1.159434749,6076395.06,1283672.73,637959.88,301668.72,1347203.29,1190953.05,33226.2,54923.15,2505890.45
Great Lakes,Weekly,14/02/2021 00:00,Conventional,0.93675792,3994364.42,738209.17,842231.6,232515.1,859790.73,742053.62,24986.27,79074.14,1321617.82
Midsouth,Weekly,14/02/2021 00:00,Conventional,0.972658917,4348166.42,1366139.79,781238.81,14626.51,1369774.09,997751.92,81282.08,56264.28,816387.22
Northeast,Weekly,14/02/2021 00:00,Conventional,1.049859829,6768884.69,560767.87,3500893.86,6809.2,2009675.07,1796340.21,82801.6,13642.65,690738.69
Plains,Weekly,14/02/2021 00:00,Conventional,0.89147778,2151095.44,691439.64,483652.85,1257.83,669974.5,529426.56,37370.77,51184.28,304770.61
South Central,Weekly,14/02/2021 00:00,Conventional,0.692704241,7275889.21,3009068.53,884261.37,113170.54,1864070.69,1609026.93,78042.3,147335.16,1405318.09
Southeast,Weekly,14/02/2021 00:00,Conventional,0.843990717,5978498.36,2574809.71,243251.49,2249.52,1690664.15,1484575.81,94349.19,84559.13,1467523.48
West,Weekly,14/02/2021 00:00,Conventional,0.883461075,7721531.39,1738533.97,983303.67,22892.72,1550775.28,1253684.06,41043,140072.14,3426025.74
Total U.S.,Weekly,14/02/2021 00:00,Conventional,0.924019483,44314825,11962641.41,8356793.53,695190.15,11361927.8,9603812.14,473101.41,627054.93,11938272.11
Albany,Weekly,14/02/2021 00:00,Organic,1.388618059,3223.78,48.83,292.93,0,2747.5,2584.69,0,0,134.52
Atlanta,Weekly,14/02/2021 00:00,Organic,1.53967861,32147.09,69.08,2557.52,0,12752.57,12752.57,0,0,16767.93
Baltimore/Washington,Weekly,14/02/2021 00:00,Organic,1.241698092,83088.14,437.18,3755.64,0,75360.39,75309.07,0,0,3534.93
Birmingham/Montgomery,Weekly,14/02/2021 00:00,Organic,1.175071437,12266.28,127.33,206.91,0,11316.82,10705.01,611.81,0,615.23
Boise,Weekly,14/02/2021 00:00,Organic,1.659521426,6327.16,13.96,712.1,0,1558.2,1558.2,0,0,4042.9
Boston,Weekly,14/02/2021 00:00,Organic,1.75387886,38571.52,114.59,2044.59,0,35049.74,34968.21,0,0,1362.6
Buffalo/Rochester,Weekly,14/02/2021 00:00,Organic,1.558131639,14368.28,814.46,88.93,8.89,13455.99,13455.99,0,0,0
Charlotte,Weekly,14/02/2021 00:00,Organic,1.44534511,20461.1,57.35,3640,40.71,7717.56,7717.56,0,0,9005.47
Chicago,Weekly,14/02/2021 00:00,Organic,1.251839875,86136.22,848.35,15080.8,0,21276.94,20819.14,457.8,0,48930.14
Cincinnati/Dayton,Weekly,14/02/2021 00:00,Organic,1.632632556,18538.91,516.89,2717.28,0,3126.94,2816.2,310.74,0,12177.8
Columbus,Weekly,14/02/2021 00:00,Organic,1.553707737,10887.48,693.94,929.3,0,3859.46,3448.95,410.51,0,5404.78
Dallas/Ft. Worth,Weekly,14/02/2021 00:00,Organic,1.382659849,75771.89,4024.44,1847.07,467.16,30909.83,30906.68,0,3.15,38523.39
Denver,Weekly,14/02/2021 00:00,Organic,1.368803906,41166.49,4067.59,743.1,0,11400.77,11400.77,0,0,24955.03
Detroit,Weekly,14/02/2021 00:00,Organic,1.229751102,22061.29,206.58,2133.28,0,12726.53,12572.05,154.47,0,6994.89
Grand Rapids,Weekly,14/02/2021 00:00,Organic,1.138758715,7598.81,25.38,749.18,0,6824.25,6401.86,402.28,0,0
Harrisburg/Scranton,Weekly,14/02/2021 00:00,Organic,1.204440683,22651.76,873.19,601.8,0,21173.65,21033.93,0,3.15,3.12
Hartford/Springfield,Weekly,14/02/2021 00:00,Organic,1.895024446,19412.63,293.92,7315.2,0,11773.91,11484.18,0,0,29.6
Houston,Weekly,14/02/2021 00:00,Organic,1.476283393,19542.07,4553.77,357.93,0,3391.89,3391.89,0,0,11238.48
Indianapolis,Weekly,14/02/2021 00:00,Organic,1.46114397,10035.85,185.8,921.3,0,4799.08,3974.15,824.92,0,4129.68
Jacksonville,Weekly,14/02/2021 00:00,Organic,1.189153788,9107.22,56.32,219.01,0,8712.13,8712.13,0,0,119.75
Las Vegas,Weekly,14/02/2021 00:00,Organic,1.485648724,16378.97,614.85,291.05,0,7149.98,7149.98,0,0,8323.1
Los Angeles,Weekly,14/02/2021 00:00,Organic,1.753465566,133419.23,5666.72,3257.35,11.19,50474.68,49319.68,1155,0,74009.3
Louisville,Weekly,14/02/2021 00:00,Organic,1.708693724,5615.25,4.22,630.47,0,1411.08,1303.66,107.42,0,3569.48
Miami/Ft. Lauderdale,Weekly,14/02/2021 00:00,Organic,1.106825968,43812.27,386.59,1.14,0,41645.71,41645.71,0,0,1778.83
Nashville,Weekly,14/02/2021 00:00,Organic,1.52666721,15102.94,40.68,1258.38,0,6606.57,6606.57,0,0,7197.31
Northern New England,Weekly,14/02/2021 00:00,Organic,1.64130727,18737.98,66.79,563.37,0,16304.51,16237.87,0,0,1803.3
New Orleans/Mobile,Weekly,14/02/2021 00:00,Organic,1.032564003,15147.88,63.54,204.97,0,13200.88,11402.35,1798.53,0,1678.49
New York,Weekly,14/02/2021 00:00,Organic,1.511603311,126393.85,9469.93,7490.9,608.63,101634.49,94703.62,4.9,0,7189.9
Orlando,Weekly,14/02/2021 00:00,Organic,1.107561043,27373.76,83.69,0,0,27035.47,27035.47,0,0,254.6
Peoria/Springfield,Weekly,14/02/2021 00:00,Organic,1.413954207,3772.14,39.83,303.75,0,2567.15,2567.15,0,0,861.4
Philadelphia,Weekly,14/02/2021 00:00,Organic,1.558754627,28686.57,1705.8,3191.79,0,20574.98,18209.62,0,0,3213.99
Phoenix/Tucson,Weekly,14/02/2021 00:00,Organic,1.299930597,29170.68,3774.37,2095.33,0,15183.32,15178.67,0,0,8117.66
Pittsburgh,Weekly,14/02/2021 00:00,Organic,1.308299644,12092.95,1915.94,4.25,0,9326.14,9326.14,0,0,846.62
Portland,Weekly,14/02/2021 00:00,Organic,1.666659313,45882.88,423.34,9281.26,0,5031.39,4368.26,0,0,31146.87
Providence,Weekly,14/02/2021 00:00,Organic,1.703133757,5623.4,3.9,14.85,0,5599.45,5593.15,0,0,5.2
Raleigh/Greensboro,Weekly,14/02/2021 00:00,Organic,1.417889456,25224.79,737,3492.99,61.85,10082.55,10082.55,0,0,10850.4
Richmond/Norfolk,Weekly,14/02/2021 00:00,Organic,0.999068964,32462.68,3.28,1533.18,14.22,22278.19,22268.74,0,9.45,8633.82
Roanoke,Weekly,14/02/2021 00:00,Organic,1.119636698,13700.14,20.68,1128,0,8731.95,8731.95,0,0,3819.51
Sacramento,Weekly,14/02/2021 00:00,Organic,1.604020763,25867.47,3846.64,3370.26,4.95,14949.94,13958.64,0,0,3695.67
San Diego,Weekly,14/02/2021 00:00,Organic,1.765682229,34020.28,881.03,1453.5,0,16688.49,16562.57,0,0,14997.26
San Francisco,Weekly,14/02/2021 00:00,Organic,1.800548934,81348.98,3091.77,6319.55,0,51967.18,46885.46,0,0,19970.47
Seattle,Weekly,14/02/2021 00:00,Organic,1.3985274,100676.54,1063.03,13911.53,83.17,13009.21,9336.86,0,0,72609.6
South Carolina,Weekly,14/02/2021 00:00,Organic,1.433473513,24258.7,798.8,2529.13,86.25,11911.91,11911.91,0,0,8932.62
Spokane,Weekly,14/02/2021 00:00,Organic,1.874094947,4587.53,95.41,769.99,0,904.44,904.44,0,0,2817.69
St. Louis,Weekly,14/02/2021 00:00,Organic,1.662255042,5858.66,590.88,626.98,0,3699.54,3699.54,0,0,941.26
Syracuse,Weekly,14/02/2021 00:00,Organic,1.511559361,4259.93,220.72,83,0,3903.53,3889.4,0,0,52.67
Tampa,Weekly,14/02/2021 00:00,Organic,0.951236175,24135.52,115.4,0,0,23804.87,23801.72,0,3.15,215.25
Toledo,Weekly,14/02/2021 00:00,Organic,1.397026359,4563.61,63.65,479.68,0,2109.64,2034.54,75.11,0,1910.63
West Tex/New Mexico,Weekly,14/02/2021 00:00,Organic,1.143011133,31643.25,1583.88,706.86,2758.56,21562.14,21562.14,0,0,5031.82
Wichita,Weekly,14/02/2021 00:00,Organic,1.366841843,3092.19,346.29,8.73,0,864.68,864.68,0,0,1872.49
California,Weekly,14/02/2021 00:00,Organic,1.742132918,341638.55,19140.97,22076.89,17.43,168739.03,153983.09,1155,0,131664.23
Great Lakes,Weekly,14/02/2021 00:00,Organic,1.344604612,214777.21,5606.07,30277.36,0,87376.05,83516.77,3815.59,3.15,91517.73
Midsouth,Weekly,14/02/2021 00:00,Organic,1.291691662,272104.53,2179.95,23619.92,146.34,172776.92,172321.53,156.58,9.45,73381.4
Northeast,Weekly,14/02/2021 00:00,Organic,1.544027958,321258.26,17292.04,24145.77,625.79,264218.4,253366.22,4.9,3.15,14976.26
Plains,Weekly,14/02/2021 00:00,Organic,1.362677616,45383.13,6653.84,1801.82,17.16,31241.52,30782.67,443.98,3.15,5668.79
South Central,Weekly,14/02/2021 00:00,Organic,1.315687247,203052.01,13287.36,11538.51,2439.67,109171.12,107797.69,1363.98,9.45,66615.35
Southeast,Weekly,14/02/2021 00:00,Organic,1.213010679,226683.18,2234.34,7574.02,97.92,180877.37,179359.64,1514.58,3.15,35899.52
West,Weekly,14/02/2021 00:00,Organic,1.44844748,359423.94,18246.61,37173.53,1627.27,99205.3,93976.77,0,0,203171.23
Total U.S.,Weekly,14/02/2021 00:00,Organic,1.439307798,1984320.81,84641.2,158207.81,4971.58,1113605.7,1075104.37,8454.62,31.5,622894.52
Albany,Weekly,21/02/2021 00:00,Conventional,1.037516059,143015.41,7130.45,104138.69,37.16,25241.98,22965.34,2085.3,0,6467.13
Atlanta,Weekly,21/02/2021 00:00,Conventional,0.901508884,805380.07,338698.84,31720.56,91.3,185148.81,168467.76,12724.82,1791.34,249720.56
Baltimore/Washington,Weekly,21/02/2021 00:00,Conventional,1.158572299,977854.42,235373.34,298041.23,3980.51,342282.06,272632.63,9.45,19826.1,98177.28
Birmingham/Montgomery,Weekly,21/02/2021 00:00,Conventional,0.845782756,379252.25,192595.34,9901.78,10.62,100138.26,85840.61,10931.68,2070.3,76606.25
Boise,Weekly,21/02/2021 00:00,Conventional,0.890611887,139094.47,37208.6,8797.37,918.21,28432.97,22108.42,9.45,381.08,63737.32
Boston,Weekly,21/02/2021 00:00,Conventional,1.276831906,686503.49,17194.67,385264.53,188.15,160942.66,140049.37,20206.8,0,122913.49
Buffalo/Rochester,Weekly,21/02/2021 00:00,Conventional,1.085491682,190634.35,18467.56,58248.64,2413.28,105122.05,100894.59,3320.1,781.2,6382.82
Charlotte,Weekly,21/02/2021 00:00,Conventional,1.058257436,364657.77,167658.29,47771.96,4142.19,124218.53,93659.14,13305.6,0,20866.8
Chicago,Weekly,21/02/2021 00:00,Conventional,1.2802649,804063.57,109471.87,110891.74,31389.85,250516.07,236384.59,1714.39,10435.39,301794.03
Cincinnati/Dayton,Weekly,21/02/2021 00:00,Conventional,0.92267223,296683.76,49249.08,58077.72,377.72,38578.69,31065.91,238.22,5444.05,150400.55
Columbus,Weekly,21/02/2021 00:00,Conventional,0.901862676,266584.29,46428.57,44095.91,159.02,51897.61,44677.66,0,5831.05,124003.17
Dallas/Ft. Worth,Weekly,21/02/2021 00:00,Conventional,0.731183579,1203027.37,402287.84,143694.79,5569.16,379717.74,346814.06,666.75,30572.29,271757.83
Denver,Weekly,21/02/2021 00:00,Conventional,0.944208782,1052692.63,182397.83,147158.79,2806.36,247773.08,199174.39,22501,9905.12,472556.56
Detroit,Weekly,21/02/2021 00:00,Conventional,0.961077186,494250.35,75629.78,77993.35,33966.99,114679.03,107990.62,6.3,4895.81,191981.2
Grand Rapids,Weekly,21/02/2021 00:00,Conventional,1.296118807,175922.88,15283.92,60225.15,38986.43,46802.37,42972.96,3.15,3363.98,14625
Harrisburg/Scranton,Weekly,21/02/2021 00:00,Conventional,0.984858266,410500.55,157578.43,111708.68,86.58,127871.13,118917.27,5613.3,3200.4,13255.73
Hartford/Springfield,Weekly,21/02/2021 00:00,Conventional,1.279339368,375439.43,9639.31,269000.29,217.58,86638.63,80444.34,5761.35,0,9943.63
Houston,Weekly,21/02/2021 00:00,Conventional,0.698860698,932896.78,418609.48,165425.19,2776.11,136521.57,118373.38,66.15,17433.46,209564.43
Indianapolis,Weekly,21/02/2021 00:00,Conventional,0.864951412,270433.23,48357.83,66162.47,497.4,59604.1,51336.04,4971.09,2222.26,95811.43
Jacksonville,Weekly,21/02/2021 00:00,Conventional,0.870795618,271531,119518.49,10294.34,117.11,69079.4,63818,5187.26,0,72521.66
Las Vegas,Weekly,21/02/2021 00:00,Conventional,0.954459291,384365.59,67287.24,35594.99,102.82,131784.48,115088.07,12.6,4721.97,149596.05
Los Angeles,Weekly,21/02/2021 00:00,Conventional,1.097651017,3040245.65,532617.38,69683.56,93639.38,707127.69,615788.33,26127.54,42708.81,1637177.64
Louisville,Weekly,21/02/2021 00:00,Conventional,0.979844577,116606.84,20654.34,12668.36,28.11,34969.62,30047.62,3395.7,737.45,48286.41
Miami/Ft. Lauderdale,Weekly,21/02/2021 00:00,Conventional,0.87009266,1210862.36,609561.27,47276.2,159.59,293935.56,266859.16,2655.84,23971.5,259929.74
Nashville,Weekly,21/02/2021 00:00,Conventional,0.927901,307745.53,114335.91,17350.15,230.08,73293.89,60849.62,7318.24,2261.16,102535.5
Northern New England,Weekly,21/02/2021 00:00,Conventional,1.070293388,514781.37,13044.24,348373.72,100.19,84275.71,70304.82,13779.69,15.75,68987.52
New Orleans/Mobile,Weekly,21/02/2021 00:00,Conventional,0.732941363,339075.98,142303.89,23904.24,197.81,118350.19,100224.25,3752.83,13428.45,54319.85
New York,Weekly,21/02/2021 00:00,Conventional,1.101173828,2062292.45,59619.14,1182254.3,1720.71,734112.67,701200.2,12141.84,7.35,84585.63
Orlando,Weekly,21/02/2021 00:00,Conventional,0.848501057,677706.93,298452.84,16503.13,71.34,217674.71,197275.9,8553.3,11623.5,145004.9
Peoria/Springfield,Weekly,21/02/2021 00:00,Conventional,0.854572897,127969.89,35036.17,24932.35,175.68,34803.15,29175.84,2751.13,2552.76,33022.54
Philadelphia,Weekly,21/02/2021 00:00,Conventional,1.016645052,655500.86,135780.26,236608.16,235.79,223372.67,186137.23,6057.45,721.35,59503.97
Phoenix/Tucson,Weekly,21/02/2021 00:00,Conventional,0.789834332,1328094.01,438086.72,167393.76,4709.61,174394.12,128864.77,6.3,31984.25,543509.79
Pittsburgh,Weekly,21/02/2021 00:00,Conventional,1.116066098,117273.36,27821.81,13270.11,9.94,43775.77,38881.07,6.3,4841.55,32395.74
Portland,Weekly,21/02/2021 00:00,Conventional,1.084497022,703797.66,102732.44,88089.93,5282.77,88158.04,83874.93,74.81,2315.34,419534.48
Providence,Weekly,21/02/2021 00:00,Conventional,1.376857141,98146.01,3115.59,59285.16,35.68,16828.74,14375.33,2370.97,0,18880.84
Raleigh/Greensboro,Weekly,21/02/2021 00:00,Conventional,1.055400415,452623.03,198907.62,70545.39,4085.96,156069.98,109794.88,17294.03,0,23014.08
Richmond/Norfolk,Weekly,21/02/2021 00:00,Conventional,1.041697117,313875.67,93355.82,72623.01,862.38,73846.09,45085.19,205.28,10809.17,73188.36
